Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-13,362.9700012207031,364.6600036621094,361.4800109863281,363.17999267578125,7192500,0,0
2021-08-16,362.5199890136719,366.95001220703125,357.3800048828125,366.55999755859375,11222100,0,0
2021-08-17,362.9800109863281,364.6700134277344,355.07000732421875,358.45001220703125,12328700,0,0
2021-08-18,356.25,359.8599853515625,355.1499938964844,355.45001220703125,10042400,0,0
2021-08-19,351.3500061035156,357.57000732421875,351.0,355.1199951171875,12004500,0,0
2021-08-20,354.6000061035156,359.989990234375,353.30999755859375,359.3699951171875,8693500,0,0
2021-08-23,359.44000244140625,365.69000244140625,359.1000061035156,363.3500061035156,10942000,0,0
2021-08-24,363.6600036621094,367.9599914550781,361.8399963378906,365.510009765625,9235100,0,0
2021-08-25,365.6000061035156,370.8599853515625,365.3999938964844,368.3900146484375,9684500,0,0
2021-08-26,368.3800048828125,369.44000244140625,364.1300048828125,364.3800048828125,7888700,0,0
2021-08-27,365.1000061035156,373.739990234375,364.0799865722656,372.6300048828125,11214200,0,0
2021-08-30,372.55999755859375,381.489990234375,370.5199890136719,380.6600036621094,13547300,0,0
2021-08-31,379.95001220703125,382.760009765625,378.79998779296875,379.3800048828125,12345400,0,0
2021-09-01,379.5899963378906,384.3299865722656,378.80999755859375,382.04998779296875,11567200,0,0
2021-09-02,381.5,381.75,374.05999755859375,375.2799987792969,14832900,0,0
2021-09-03,374.75,377.1600036621094,373.1099853515625,376.260009765625,7509600,0,0
2021-09-07,375.8800048828125,382.9599914550781,373.1499938964844,382.17999267578125,10793800,0,0
2021-09-08,380.1600036621094,380.8699951171875,374.7900085449219,377.57000732421875,11067200,0,0
2021-09-09,377.6400146484375,379.8299865722656,376.57000732421875,378.0,9098900,0,0
2021-09-10,381.3599853515625,383.7900085449219,378.260009765625,378.69000244140625,11537600,0,0
2021-09-13,381.67999267578125,381.75,374.3500061035156,376.510009765625,13026300,0,0
2021-09-14,377.3999938964844,378.5899963378906,375.1099853515625,376.5299987792969,8711600,0,0
2021-09-15,377.0,377.55999755859375,367.6700134277344,373.9200134277344,17940300,0,0
2021-09-16,372.7900085449219,373.55999755859375,369.7099914550781,373.05999755859375,11934200,0,0
2021-09-17,371.4100036621094,371.4100036621094,361.5899963378906,364.7200012207031,26299000,0,0
2021-09-20,359.29998779296875,361.0299987792969,349.79998779296875,355.70001220703125,19822800,0,0
2021-09-21,358.5,360.0400085449219,355.19000244140625,357.4800109863281,11751900,0,0
2021-09-22,347.2300109863281,349.8399963378906,340.69000244140625,343.2099914550781,43692900,0,0
2021-09-23,345.3599853515625,349.6700134277344,343.0,345.9599914550781,21806300,0,0
2021-09-24,343.239990234375,354.3500061035156,342.3699951171875,352.9599914550781,18801900,0,0
2021-09-27,349.80999755859375,355.1499938964844,347.0799865722656,353.5799865722656,15205800,0,0
2021-09-28,347.9700012207031,349.6000061035156,338.9200134277344,340.6499938964844,21710300,0,0
2021-09-29,343.1499938964844,345.2300109863281,338.8800048828125,339.6099853515625,14452200,0,0
2021-09-30,340.45001220703125,342.79998779296875,338.1499938964844,339.3900146484375,16547100,0,0
2021-10-01,341.6099853515625,345.0199890136719,338.6400146484375,343.010009765625,14905300,0,0
2021-10-04,335.5299987792969,335.94000244140625,322.70001220703125,326.2300109863281,42885000,0,0
2021-10-05,328.5799865722656,335.17999267578125,326.1600036621094,332.9599914550781,35377900,0,0
2021-10-06,329.739990234375,334.3800048828125,325.79998779296875,333.6400146484375,26443000,0,0
2021-10-07,337.0,338.8399963378906,328.9800109863281,329.2200012207031,28307500,0,0
2021-10-08,331.510009765625,333.3999938964844,328.7099914550781,330.04998779296875,15934300,0,0
2021-10-11,327.6300048828125,330.4599914550781,325.30999755859375,325.45001220703125,14708200,0,0
2021-10-12,323.0299987792969,324.3800048828125,317.3699951171875,323.7699890136719,31658700,0,0
2021-10-13,326.9700012207031,327.0,322.6600036621094,324.5400085449219,14761500,0,0
2021-10-14,328.3599853515625,330.5199890136719,327.1000061035156,328.5299987792969,14302200,0,0
2021-10-15,328.67999267578125,329.07000732421875,322.510009765625,324.760009765625,21575100,0,0
2021-10-18,328.95001220703125,335.8900146484375,327.5,335.3399963378906,21585000,0,0
2021-10-19,339.6499938964844,342.4599914550781,337.2799987792969,339.989990234375,18786300,0,0
2021-10-20,343.45001220703125,343.9800109863281,339.45001220703125,340.7799987792969,13639500,0,0
2021-10-21,340.2799987792969,342.30999755859375,337.79998779296875,341.8800048828125,16354400,0,0
2021-10-22,326.3500061035156,329.6300048828125,321.1099853515625,324.6099853515625,35224500,0,0
2021-10-25,320.29998779296875,329.55999755859375,319.7200012207031,328.69000244140625,38409000,0,0
2021-10-26,328.260009765625,330.2099914550781,309.6000061035156,315.80999755859375,65654000,0,0
2021-10-27,314.19000244140625,319.25,312.05999755859375,312.2200012207031,29971800,0,0
2021-10-28,312.989990234375,325.5199890136719,308.1099853515625,316.9200134277344,50806800,0,0
2021-10-29,320.19000244140625,326.0,319.6000061035156,323.57000732421875,37059400,0,0
2021-11-01,326.0400085449219,333.45001220703125,326.0,329.9800109863281,31518900,0,0
2021-11-02,331.3800048828125,334.7900085449219,323.79998779296875,328.0799865722656,28353000,0,0
2021-11-03,327.489990234375,332.1499938964844,323.20001220703125,331.6199951171875,20786500,0,0
2021-11-04,334.010009765625,337.2699890136719,332.6499938964844,335.8500061035156,22495300,0,0
2021-11-05,340.30999755859375,346.7900085449219,339.6400146484375,341.1300048828125,26852100,0,0
2021-11-08,344.4200134277344,344.7900085449219,338.3399963378906,338.6199951171875,18342500,0,0
2021-11-09,340.0,341.30999755859375,334.4700012207031,335.3699951171875,17556700,0,0
2021-11-10,332.489990234375,333.19000244140625,325.510009765625,327.6400146484375,21872600,0,0
2021-11-11,329.82000732421875,332.4599914550781,327.0,327.739990234375,12376600,0,0
2021-11-12,330.17999267578125,341.8599853515625,329.7799987792969,340.8900146484375,25387200,0,0
2021-11-15,344.3399963378906,353.6499938964844,343.20001220703125,347.55999755859375,25076600,0,0
2021-11-16,343.8299865722656,346.6499938964844,340.8699951171875,342.9599914550781,18181100,0,0
2021-11-17,344.239990234375,347.29998779296875,340.1000061035156,340.7699890136719,13602800,0,0
2021-11-18,339.7200012207031,342.4599914550781,335.29998779296875,338.69000244140625,17487200,0,0
2021-11-19,342.20001220703125,352.1000061035156,339.8999938964844,345.29998779296875,26488500,0,0
2021-11-22,349.04998779296875,353.8299865722656,340.510009765625,341.010009765625,27116800,0,0
2021-11-23,338.92999267578125,341.3999938964844,333.5,337.25,17225000,0,0
2021-11-24,336.0,341.7799987792969,332.80999755859375,341.05999755859375,13566200,0,0
2021-11-26,335.79998779296875,337.75,331.8999938964844,333.1199951171875,14750700,0,0
2021-11-29,336.8900146484375,340.6700134277344,335.30999755859375,338.0299987792969,16650900,0,0
2021-11-30,335.0,335.80999755859375,323.42999267578125,324.4599914550781,25390000,0,0
2021-12-01,330.2900085449219,330.5,310.2900085449219,310.6000061035156,30329600,0,0
2021-12-02,311.3999938964844,314.6000061035156,307.20001220703125,310.3900146484375,24396200,0,0
2021-12-03,313.7300109863281,313.75,299.5,306.8399963378906,27448700,0,0
2021-12-06,308.1300048828125,320.1000061035156,306.3399963378906,317.8699951171875,21758300,0,0
2021-12-07,321.57000732421875,326.5400085449219,321.0,322.80999755859375,18794000,0,0
2021-12-08,325.0,332.75,323.07000732421875,330.55999755859375,19937700,0,0
2021-12-09,329.5400085449219,336.1300048828125,328.0,329.82000732421875,16879200,0,0
2021-12-10,332.55999755859375,335.0299987792969,326.3699951171875,329.75,14520900,0,0
2021-12-13,330.95001220703125,341.0899963378906,329.5899963378906,334.489990234375,22948700,0,0
2021-12-14,328.04998779296875,335.70001220703125,327.6499938964844,333.739990234375,20461000,0,0
2021-12-15,332.489990234375,342.1099853515625,323.9800109863281,341.6600036621094,24681300,0,0
2021-12-16,338.9800109863281,344.4599914550781,333.739990234375,334.8999938964844,22635000,0,0
2021-12-17,332.79998779296875,337.1099853515625,330.75,333.7900085449219,39711700,0,0
2021-12-20,329.7799987792969,329.8999938964844,322.5299987792969,325.45001220703125,17901800,0,0
2021-12-21,326.4100036621094,336.0,323.75,334.20001220703125,16116800,0,0
2021-12-22,333.79998779296875,334.510009765625,328.260009765625,330.45001220703125,16764600,0,0
2021-12-23,330.1000061035156,336.6700134277344,328.3599853515625,335.239990234375,13987700,0,0
2021-12-27,338.8500061035156,347.8699951171875,338.010009765625,346.17999267578125,17795000,0,0
2021-12-28,346.6300048828125,352.7099914550781,345.20001220703125,346.2200012207031,16637600,0,0
2021-12-29,346.9100036621094,349.69000244140625,341.6400146484375,342.94000244140625,10747000,0,0
2021-12-30,344.0,347.2300109863281,343.2200012207031,344.3599853515625,10593300,0,0
2021-12-31,343.0199890136719,343.44000244140625,336.2699890136719,336.3500061035156,12854800,0,0
2022-01-03,338.29998779296875,341.0799865722656,337.19000244140625,338.5400085449219,14537900,0,0
2022-01-04,339.95001220703125,343.0899963378906,331.8699951171875,336.5299987792969,15998000,0,0
